,URL,JOB_TITLE,SURL
11,https://www.dice.com/job-detail/dd904122-2783-4092-a9f0-5a599f4c4450?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,(USA) Software Engineer III,https://www.dice.com/job-detail/dd904122-2783-4092-a9f0-5a599f4c4450?searchlink=search%2F
12,https://www.dice.com/job-detail/32240c70-65c2-477e-9bb7-ccee55854c06?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Associate Project Management Coord,https://www.dice.com/job-detail/32240c70-65c2-477e-9bb7-ccee55854c06?searchlink=search%2F
13,https://www.dice.com/job-detail/5b9ea04d-3deb-4086-99ef-7ed2b53faffd?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Senior Informatics Associate - Clinical / EHR Data,https://www.dice.com/job-detail/5b9ea04d-3deb-4086-99ef-7ed2b53faffd?searchlink=search%2F
14,https://www.dice.com/job-detail/ac81bae9-4953-4503-94f2-e67e6a247537?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Implementation Consultant - ERP Pro (10) Financials,https://www.dice.com/job-detail/ac81bae9-4953-4503-94f2-e67e6a247537?searchlink=search%2F
15,https://www.dice.com/job-detail/7117521d-f692-4c73-9962-fdf1b3f43b14?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Scientist,https://www.dice.com/job-detail/7117521d-f692-4c73-9962-fdf1b3f43b14?searchlink=search%2F
16,https://www.dice.com/job-detail/3cf09695-d693-4478-92ba-ccb583009e3f?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,MCS Senior Associate Quality Assurance,https://www.dice.com/job-detail/3cf09695-d693-4478-92ba-ccb583009e3f?searchlink=search%2F
17,https://www.dice.com/job-detail/1835e93e-36d0-410c-ba1e-874953cf06a5?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Technical Recruiter,https://www.dice.com/job-detail/1835e93e-36d0-410c-ba1e-874953cf06a5?searchlink=search%2F
18,https://www.dice.com/job-detail/7e8524ca-2fc5-4952-a3df-328c3b616809?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,NOC Network Support Analyst-2nd Shift,https://www.dice.com/job-detail/7e8524ca-2fc5-4952-a3df-328c3b616809?searchlink=search%2F
19,https://www.dice.com/job-detail/0d49e871-8d18-4db7-9a83-d3e01f7fc1ac?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Junior Software Engineer I - (Java/Python/Automation) - REMOTE,https://www.dice.com/job-detail/0d49e871-8d18-4db7-9a83-d3e01f7fc1ac?searchlink=search%2F
20,https://www.dice.com/job-detail/903f603f-82c0-44bb-b0cb-899d957a8d61?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Area Director - Operations Center,https://www.dice.com/job-detail/903f603f-82c0-44bb-b0cb-899d957a8d61?searchlink=search%2F
21,https://www.dice.com/job-detail/b17b9ca1-9cda-4689-83d1-187bb6a6aa6e?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,National Help Desk Representative,https://www.dice.com/job-detail/b17b9ca1-9cda-4689-83d1-187bb6a6aa6e?searchlink=search%2F
22,https://www.dice.com/job-detail/499c3ec5-2367-4b30-a6cc-668e617a8563?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Part Time Tableau Developer - Contractor,https://www.dice.com/job-detail/499c3ec5-2367-4b30-a6cc-668e617a8563?searchlink=search%2F
23,https://www.dice.com/job-detail/b04fa04c-4d49-47ca-bbe4-fcbd2adc539a?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Technical Team Lead - Managed Services,https://www.dice.com/job-detail/b04fa04c-4d49-47ca-bbe4-fcbd2adc539a?searchlink=search%2F
24,https://www.dice.com/job-detail/885432dc-7c76-4cda-9ff2-5612ebad8648?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Systems Support Engineer II (Secret Clearance),https://www.dice.com/job-detail/885432dc-7c76-4cda-9ff2-5612ebad8648?searchlink=search%2F
25,https://www.dice.com/job-detail/a8349fd7-9bc9-414f-9a07-c4c260c1588b?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Associate Technical Service Representative,https://www.dice.com/job-detail/a8349fd7-9bc9-414f-9a07-c4c260c1588b?searchlink=search%2F
26,https://www.dice.com/job-detail/fc8f0346-c1bd-447d-bbc3-870f7e4e614f?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Python Developer Generative AI,https://www.dice.com/job-detail/fc8f0346-c1bd-447d-bbc3-870f7e4e614f?searchlink=search%2F
27,https://www.dice.com/job-detail/f1a9e8cd-f726-43b1-b5bb-38e2535f69b5?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Senior Application Security Engineer,https://www.dice.com/job-detail/f1a9e8cd-f726-43b1-b5bb-38e2535f69b5?searchlink=search%2F
28,https://www.dice.com/job-detail/b5ba8957-be14-49df-bf72-64e8c87f8bcf?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Data Engineer Remote | 972512,https://www.dice.com/job-detail/b5ba8957-be14-49df-bf72-64e8c87f8bcf?searchlink=search%2F
29,https://www.dice.com/job-detail/5cf787ad-6899-4359-be7a-31acf94f1658?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,IT Project Management Specialist Remote | 972561,https://www.dice.com/job-detail/5cf787ad-6899-4359-be7a-31acf94f1658?searchlink=search%2F
30,https://www.dice.com/job-detail/c7c7deec-83f8-4445-8164-05325cd564c5?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Medicaid Certification Consultant,https://www.dice.com/job-detail/c7c7deec-83f8-4445-8164-05325cd564c5?searchlink=search%2F
31,https://www.dice.com/job-detail/94b231f5-dcdc-4dcf-bbe3-3c55bcf1fe0c?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Technical Document Writer,https://www.dice.com/job-detail/94b231f5-dcdc-4dcf-bbe3-3c55bcf1fe0c?searchlink=search%2F
32,https://www.dice.com/job-detail/49233e01-6709-4b15-a773-9a06d6a78831?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,SAP Business Objects 4.2 Report Writer - Cerner Data Model,https://www.dice.com/job-detail/49233e01-6709-4b15-a773-9a06d6a78831?searchlink=search%2F
33,https://www.dice.com/job-detail/09edebfe-1552-4001-b7b8-e15f489dec05?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Meditech Financial Report Developer,https://www.dice.com/job-detail/09edebfe-1552-4001-b7b8-e15f489dec05?searchlink=search%2F
34,https://www.dice.com/job-detail/4ab0cbb0-bdea-477e-a6f0-45f0ea1d486f?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,"NetApp Storage Consultant, 90% Remote",https://www.dice.com/job-detail/4ab0cbb0-bdea-477e-a6f0-45f0ea1d486f?searchlink=search%2F
35,https://www.dice.com/job-detail/618eb476-fc89-486a-b7ec-f4dd350c891b?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,SAP SCM Solutions Architect,https://www.dice.com/job-detail/618eb476-fc89-486a-b7ec-f4dd350c891b?searchlink=search%2F
36,https://www.dice.com/job-detail/c5a38f17-b4b8-4334-9fa7-7815e45232d7?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Lead .NET Development Engineer,https://www.dice.com/job-detail/c5a38f17-b4b8-4334-9fa7-7815e45232d7?searchlink=search%2F
37,https://www.dice.com/job-detail/80ece6f5-fdf8-43ed-892c-3fa153a3afa6?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Senior Software Architect (Commercial Insurance Software),https://www.dice.com/job-detail/80ece6f5-fdf8-43ed-892c-3fa153a3afa6?searchlink=search%2F
38,https://www.dice.com/job-detail/d8565335-5c0e-40ca-866e-21a600b2d280?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Remote Java Developer,https://www.dice.com/job-detail/d8565335-5c0e-40ca-866e-21a600b2d280?searchlink=search%2F
39,https://www.dice.com/job-detail/672dfec6-b56a-4ec6-9157-d25e398c07d9?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,REMOTE Java Developer,https://www.dice.com/job-detail/672dfec6-b56a-4ec6-9157-d25e398c07d9?searchlink=search%2F
40,https://www.dice.com/job-detail/c14371a5-e18d-47a8-ac59-cc3396e82a48?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Sr. Cloud DevOps Engineer,https://www.dice.com/job-detail/c14371a5-e18d-47a8-ac59-cc3396e82a48?searchlink=search%2F
41,https://www.dice.com/job-detail/165ba675-77de-4e95-a63e-adabfacb7406?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Identity and Access Management Administrator,https://www.dice.com/job-detail/165ba675-77de-4e95-a63e-adabfacb7406?searchlink=search%2F
42,https://www.dice.com/job-detail/c3c81e2a-0787-4f5f-9cd8-a4f94b7825fd?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,FPGA Engineer,https://www.dice.com/job-detail/c3c81e2a-0787-4f5f-9cd8-a4f94b7825fd?searchlink=search%2F
43,https://www.dice.com/job-detail/90957816-1ee0-4a19-836b-cef2db8c87b0?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Sales Associate,https://www.dice.com/job-detail/90957816-1ee0-4a19-836b-cef2db8c87b0?searchlink=search%2F
44,https://www.dice.com/job-detail/58b9ee0e-5900-443f-926f-fb38b5a12578?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Senior Healthcare Data Analyst,https://www.dice.com/job-detail/58b9ee0e-5900-443f-926f-fb38b5a12578?searchlink=search%2F
45,https://www.dice.com/job-detail/33c7c2bf-5873-4491-9b9c-a41752bef9e5?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Sr. SQL Server DBA (Onsite),https://www.dice.com/job-detail/33c7c2bf-5873-4491-9b9c-a41752bef9e5?searchlink=search%2F
46,https://www.dice.com/job-detail/162df972-bdea-43be-b86d-143e783441a7?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,DCS Developer 3,https://www.dice.com/job-detail/162df972-bdea-43be-b86d-143e783441a7?searchlink=search%2F
47,https://www.dice.com/job-detail/948d32d6-80bc-4e66-b94f-c58ff814586f?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,AWS Angular Developer - remote,https://www.dice.com/job-detail/948d32d6-80bc-4e66-b94f-c58ff814586f?searchlink=search%2F
48,https://www.dice.com/job-detail/e1a020ef-53fa-460d-84a7-1b00d9de4036?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Sr. ServiceNow Architect - Product Owner,https://www.dice.com/job-detail/e1a020ef-53fa-460d-84a7-1b00d9de4036?searchlink=search%2F
49,https://www.dice.com/job-detail/481b2b57-3eef-41f7-b290-c2fa59ef91d2?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Field Service Technician (MN),https://www.dice.com/job-detail/481b2b57-3eef-41f7-b290-c2fa59ef91d2?searchlink=search%2F
50,https://www.dice.com/job-detail/1c3df574-15f3-46a5-a4ad-f9abfa70ded1?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Field Service Technician (PERM - MN),https://www.dice.com/job-detail/1c3df574-15f3-46a5-a4ad-f9abfa70ded1?searchlink=search%2F
51,https://www.dice.com/job-detail/951b9b24-cc69-4550-973d-4aea9f2d315b?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Comms Network Engineer SR - AST,https://www.dice.com/job-detail/951b9b24-cc69-4550-973d-4aea9f2d315b?searchlink=search%2F
52,https://www.dice.com/job-detail/04326853-6cd0-4fc7-923a-eef6cac6fc8f?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Senior Data Engineer,https://www.dice.com/job-detail/04326853-6cd0-4fc7-923a-eef6cac6fc8f?searchlink=search%2F
53,https://www.dice.com/job-detail/64ef6b49-6b2f-4a0f-9abb-e5c9a516587d?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Infor XA,https://www.dice.com/job-detail/64ef6b49-6b2f-4a0f-9abb-e5c9a516587d?searchlink=search%2F
54,https://www.dice.com/job-detail/d2112dae-56d7-46e1-9b6f-895083db5641?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Service Now Developer,https://www.dice.com/job-detail/d2112dae-56d7-46e1-9b6f-895083db5641?searchlink=search%2F
55,https://www.dice.com/job-detail/a3283ad9-5c41-4d89-9ad3-ba4233faed45?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,SRE DevOps lead,https://www.dice.com/job-detail/a3283ad9-5c41-4d89-9ad3-ba4233faed45?searchlink=search%2F
56,https://www.dice.com/job-detail/03259b99-1aa2-4ce4-a6f9-564c0b736876?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Mobile Automation tester required in WA (Hybrid),https://www.dice.com/job-detail/03259b99-1aa2-4ce4-a6f9-564c0b736876?searchlink=search%2F
57,https://www.dice.com/job-detail/dc7b6365-0bcd-43ea-a9e7-94101b55fb13?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,iOS Developer,https://www.dice.com/job-detail/dc7b6365-0bcd-43ea-a9e7-94101b55fb13?searchlink=search%2F
58,https://www.dice.com/job-detail/b77518fb-2144-49f6-a101-25c040c62987?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Mobile Engineer (Android/iOS),https://www.dice.com/job-detail/b77518fb-2144-49f6-a101-25c040c62987?searchlink=search%2F
59,https://www.dice.com/job-detail/0a09eceb-8026-469b-b2f6-ba145df84053?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Senior Director Enterprise Security,https://www.dice.com/job-detail/0a09eceb-8026-469b-b2f6-ba145df84053?searchlink=search%2F
60,https://www.dice.com/job-detail/f9888bb6-8733-4cdb-b44f-8dab52e8da1d?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Project Manager,https://www.dice.com/job-detail/f9888bb6-8733-4cdb-b44f-8dab52e8da1d?searchlink=search%2F
61,https://www.dice.com/job-detail/258c34ea-ca19-47e5-94e2-620428223dac?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Systems Architect,https://www.dice.com/job-detail/258c34ea-ca19-47e5-94e2-620428223dac?searchlink=search%2F
62,https://www.dice.com/job-detail/8084fea4-e8d1-40cc-b6ae-c542a43d03cc?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Data Warehouse Analyst,https://www.dice.com/job-detail/8084fea4-e8d1-40cc-b6ae-c542a43d03cc?searchlink=search%2F
63,https://www.dice.com/job-detail/898a2de4-cd6e-4d83-be37-7caa80c4f680?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Security Analyst,https://www.dice.com/job-detail/898a2de4-cd6e-4d83-be37-7caa80c4f680?searchlink=search%2F
64,https://www.dice.com/job-detail/a3254410-8b71-4e3f-9d01-ed10ff8134d0?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,NCDEQ-Power Platform Developer,https://www.dice.com/job-detail/a3254410-8b71-4e3f-9d01-ed10ff8134d0?searchlink=search%2F
65,https://www.dice.com/job-detail/d37e4dd4-56c4-48e6-b887-9eb1be2f74c1?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Java Backend Developer,https://www.dice.com/job-detail/d37e4dd4-56c4-48e6-b887-9eb1be2f74c1?searchlink=search%2F
66,https://www.dice.com/job-detail/50b48679-c117-428f-896f-082c73449033?searchlink=search%2F%3FcountryCode%3DUS%26radius%3D30%26radiusUnit%3Dmi%26page%3D1%26pageSize%3D100%26language%3Den&searchId=59d5b86a-3ebe-43fb-a1f7-3ad78ff53fad,Autopay consultant,https://www.dice.com/job-detail/50b48679-c117-428f-896f-082c73449033?searchlink=search%2F
